,id,price,escrowPubkey,owner,collectionName,collectionTitle,img,title,content,creators,sellerFeeBasisPoints,mintAddress,attributes,properties,supply,updateAuthority,primarySaleHappened,onChainCollection,tokenDelegateValid,v2
0,7VT63y1EGvnKB19sHmvxUeNf5gFynibMdimiMBvq2UQs,2.79,9U6NWEXwJ732o8gE6GUtn6unvhCiNPvydYRiZZvmSHNH,3HQzoVnEvcns3AGPos91w943eUh32hzhHVMGZcTunBhS,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/JPSP35wXVzY2KKA3fDWpSDRmKWzLqzJggALHuYfsuHg?ext=png,Duck #7146,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,8YwbcPfoPo3rqbhUe5TkaurfE5kYpqpr3ppX9UoT5VmC,"[{'trait_type': 'Background', 'value': 'Dark Drips'}, {'trait_type': 'Body', 'value': 'Hunt'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Teen Blonde'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/JPSP35wXVzY2KKA3fDWpSDRmKWzLqzJggALHuYfsuHg?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
1,BRqdqjREbuMNxq25JpW2Jv5uKmNzjYABzUZMCfDjpdZa,2.85,GbgRVWVejmyhT4uFreXtGBnUdi5VdEjbubUrApDLh7Zt,2nYVd4pBPMZCqFWhpPSu3ucyaHH3T3SKh9TAwAdMZaqk,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/x3zoIv69a20-wliOGjO9wGg7pM1KCIpAjTLcImm5Cf8?ext=png,Duck #5212,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,2FsVe381k7Fpxr2epwpy1mkaYtejjvk8VF4ZphTsLeWn,"[{'trait_type': 'Background', 'value': 'Dark Red'}, {'trait_type': 'Body', 'value': 'Goth'}, {'trait_type': 'Beak', 'value': 'Metaduck'}, {'trait_type': 'Eyes', 'value': 'Otherside Green'}, {'trait_type': 'Eyewear', 'value': 'Red Makeup'}, {'trait_type': 'Headwear', 'value': ""Eric's Hat""}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/x3zoIv69a20-wliOGjO9wGg7pM1KCIpAjTLcImm5Cf8?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
2,6mFW81edCcNV2ecpz5eLQp1RTCMMbK5qybTB5aUSvLdY,2.88,83cPjXeELtA2jiqck2UhkfDzn6UkfY6Mp5hVmWixmH2J,EHKP53aXZpMNNmgPz5EcJHdxcvz9g6yiPvdzK2FXJw6n,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/ztjVPoPFgOAVDjum72yU3lhhXHClBD0JkHXH07ILS-w?ext=png,Duck #6515,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,6tH3yTUw4BVRZqWdxtaTq7sFGCJMQjQpZyHWx8FPnQVV,"[{'trait_type': 'Background', 'value': 'Chess Purple'}, {'trait_type': 'Body', 'value': 'Metaduck'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'Billie Quack Armstrong'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Teen Solana'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/ztjVPoPFgOAVDjum72yU3lhhXHClBD0JkHXH07ILS-w?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
3,DakFZK8kBm3KSKsuWSAZ29FaoCdUccdh5m8EwKuk9Ret,2.89,68J6SYoPZDsWYHqo7scoujxvkYUvJsXfKXKCa2ctTAdd,6oEpzyAXUCFu3EenpE7Tz9qhfnseN1c6QmQ5Bhpqineo,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/cZU-XVZOSCTMENBwgiTD6GqMmcUVW0gFFMmHv2ScWz4?ext=png,Duck #6042,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,567bPTrKohRPVsEboav24hErFQkrmDp6ZKU1DqMK4pQy,"[{'trait_type': 'Background', 'value': 'Red Dots'}, {'trait_type': 'Body', 'value': 'Hunt'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Viking Helmet'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/cZU-XVZOSCTMENBwgiTD6GqMmcUVW0gFFMmHv2ScWz4?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
4,2Jwc7dys62pAaL2H3Mc6Vxb29KnP7ronm9qtuFUPePdY,2.9,4DWaWvjNED3awErhxYm6UDQFdLS65MShqPN3H76L8KBX,J1mQr7MWvj3zWPNjs9aFtSYB5d1XHXt3wvEwFBNhUUkt,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/1g6ux3Q9zXzC9Kmi4bBQ9WIWTC9IiVbHdDWFvdZB5uw?ext=png,Duck #999,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,78ewjGgHztgRCGjcdkKKhv6kupNbrwjBmczj91LQibpQ,"[{'trait_type': 'Background', 'value': 'Solana'}, {'trait_type': 'Body', 'value': 'Hunt'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'Squid Game'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Red Horns'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/1g6ux3Q9zXzC9Kmi4bBQ9WIWTC9IiVbHdDWFvdZB5uw?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
5,4XQaYDifbgDGrxS9ByNmJptwRbGnQ8JE7bHNcNGS23g1,2.9,4yWthhaAC9s7zVKUz2JKX4Svp3tJPDg2CXz9eoS3ar55,6krdPLdTPhi14eU7Yk9bED82ZPLYQK5m8JBuLhcq4fuh,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/bCIjCZk6ttQyAhbil7UP27oWu1ICNpEGr6X_P9ZCvRs?ext=png,Duck #1296,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,FBCX7ZdDcBT5armxxLmMZGQ1pUxXpijBZ3qFCUhk2Pmd,"[{'trait_type': 'Background', 'value': 'Waves Orange'}, {'trait_type': 'Body', 'value': 'Hunt'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'Wang GOFL Tee'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Cowboy Black'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/bCIjCZk6ttQyAhbil7UP27oWu1ICNpEGr6X_P9ZCvRs?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
6,Faw3gpTGZrDK6RzzToraNpoNXiLEqiRvrn9JaeygbUZX,2.9,Gxnd6Piowu5g3fDi8HXvrWsyTUSSimxWAJdducok1LsM,7vsJT4qdaYwEfyXE1Dtv8oo3aN2GpwAiv8jXH8RXavaL,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/DLlYHjb4cYXKymwsnVStS6xDQKLLSiBNnwVt4VBOhrA?ext=png,Duck #5670,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,AbDDyszvCXemLY9CtYB9KNjZqiSz37oLqxeSs2Gnf5jF,"[{'trait_type': 'Background', 'value': 'Blue Lines'}, {'trait_type': 'Body', 'value': 'Bath'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Dewey Hat'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/DLlYHjb4cYXKymwsnVStS6xDQKLLSiBNnwVt4VBOhrA?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
7,AJyFrWjmdfL9ajroEBzcXPsH7EanAymFMjjkgY3LhkZN,2.99,CsiGqfdW11nZHnjYzimGGBbNQoDxwTT2W5vnS8vqjhUT,CdT4M1Ew1BGbqP4EfbA1H2EeksDQ1TMB3na69vyha6BT,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/28_j_mBR5prIeGzv71o5XDmNIxiP0rLfb91PFX1RwIU?ext=png,Duck #4581,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,B9tKowPCNa17gCamF47EZaKFkPYy9sWjGADUC7VzZvTt,"[{'trait_type': 'Background', 'value': 'Solana'}, {'trait_type': 'Body', 'value': 'White'}, {'trait_type': 'Beak', 'value': 'Goth'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Party Hat'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/28_j_mBR5prIeGzv71o5XDmNIxiP0rLfb91PFX1RwIU?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
8,4WYAC56KPtFKvV2fHeB9RuEexYo26BxV6Sy8mLGxUzr7,2.99,FWifNWJctPt4RwanuM9NzsZaWNUjxTUUVtvdwPpa5LzY,5pdkwNjqyZUZn3V4Gapwid1viJ3aAB1zcKPRw2m3NsfJ,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/yvbgK31MMzdku2TEgXPvko2zSXzoldKFEt_auyVrSzQ?ext=png,Duck #6814,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,9jXSvFDewrWhixnKQraKCcdvtaygzDyRYzQzCwontcVQ,"[{'trait_type': 'Background', 'value': 'Rays Dark'}, {'trait_type': 'Body', 'value': 'Bath'}, {'trait_type': 'Beak', 'value': 'Goth'}, {'trait_type': 'Clothing', 'value': 'Tank Black'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Donald Duck'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/yvbgK31MMzdku2TEgXPvko2zSXzoldKFEt_auyVrSzQ?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
9,Gq71MsmsLf4FUN4NWrHx5wAEdcr5RhamwP34pf4xzp4o,2.99999,7iSoXaXdznnx2VBDRWseaWmR2zbHHrnzj6kxfjY81QGT,DnEKNXCgGhXKT2nd9PNGum4DZsCy2vbSQzhVqkufJLBV,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/yiKMbvV3ALi06ttMPnaR0CjBwpdcZabZlzbjgUAgXnQ?ext=png,Duck #2815,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,A9SFhhfErteHfnY23LqVFb4CeSHPhRXjanhQnmqznRk,"[{'trait_type': 'Background', 'value': 'Chess Classic'}, {'trait_type': 'Body', 'value': 'Goth'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'Moto'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Winter Hat'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/yiKMbvV3ALi06ttMPnaR0CjBwpdcZabZlzbjgUAgXnQ?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
10,D4KJRhmTEpUv61XRMeGxfbS1ZmVAj72aYXsEkpnrJUa,3.0,9pLXwDfdL5DxxWuQNnoXxWE4aGcSZTHboVFufF5ha7i5,FhaVCHz8CE9PzrCZSXffyZvdTVMxog1fxPGgT3DbbJmj,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/9LBnFzhdiG5EXPYZcRGBhnIz-8edv9gBst0-O_PeRaw?ext=png,Duck #6753,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,G51dLqaJkryVaCSiZSMwLbq7rG26RVZa3QaDxgBhZJ5,"[{'trait_type': 'Background', 'value': 'Ducktrix'}, {'trait_type': 'Body', 'value': 'Hunt'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'Vest Biker'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Arrow'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/9LBnFzhdiG5EXPYZcRGBhnIz-8edv9gBst0-O_PeRaw?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
11,HVYMof6m2mcC2fSTCdNhKKzY3KhDjyTANfgSDND9eZLh,3.0,ASpJ7yWpBvpnuzLdyL3B37A8XMJRxo6cc3Heoqt9PrqZ,Eq1KCk5afwV2zkLoshwEmKUss3inrwP5EryxsH8VezFc,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/A5A_vhD20AS5vwi1OHLI16DGju7bJKyYLvnexFKRZVg?ext=png,Duck #7661,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,Ct5WpeVSRAeJ2q7eBcv5V5y5SnpqqYmH83DFdc1fZFKU,"[{'trait_type': 'Background', 'value': 'Rays Yellow'}, {'trait_type': 'Body', 'value': 'White'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Top Hat'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/A5A_vhD20AS5vwi1OHLI16DGju7bJKyYLvnexFKRZVg?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
12,HBDuwsDbvbSPy8g4T6ZpUN8tu5kE4o63PoDMAmqWnzkJ,3.0,ErfJv4x2syFThziEmef1dBWNAZSGsCRtFjduh6hT96pz,89WQKJeY6Yp8aYMWh82XjhhFoLcfUPYop6MNHdwiQZf8,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/MHpMp_87HacF5VvgORjm8jrceTtX5yb719JGWxL6VxU?ext=png,Duck #3886,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,9rPonHoG4Jyh5sJXadkfoHPxoHhiEa6rqzmZL4ttEhSb,"[{'trait_type': 'Background', 'value': 'Chess Purple'}, {'trait_type': 'Body', 'value': 'Metaduck'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Clothing', 'value': 'D.O. Double G Tee'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Eyewear', 'value': 'Mighty Quacks'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/MHpMp_87HacF5VvgORjm8jrceTtX5yb719JGWxL6VxU?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
13,B5HQ8rqGNGdZURNxmtEpZNnNoKNDgtaMrUuaoVPVpmeB,3.0,HozhaB1akzkyBRtKdS5cUmNHLncRzGimQAVBem5DH6vs,42aV5YbqVnHvAyARkHpU5s7CwCbJt3qBv2BzbUvcuuVb,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/W5jTQbL1RBBpPaVyg17tielZqdbwMCdRX1DUk4Uu5c4?ext=png,Duck #2419,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,F5vvWAYbKZFTvDwaQNq7by61oMNDLiR9p31BJj3Pb4oM,"[{'trait_type': 'Background', 'value': 'Chess Classic'}, {'trait_type': 'Body', 'value': 'White'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'Top Hat'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/W5jTQbL1RBBpPaVyg17tielZqdbwMCdRX1DUk4Uu5c4?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
14,6VY1mBc2GpEgjFvEoGFgbG3xxFjstuX2NtACTe1dDh5w,3.0,8F6BkogPyLa5dBrXukTbL22PVqs9xdp9iD21PfUdA246,42aV5YbqVnHvAyARkHpU5s7CwCbJt3qBv2BzbUvcuuVb,danger_valley_ducks,Danger Valley Ducks,https://www.arweave.net/Sw2ZKCOpxrUfFAaeVKWR1qG0Fk8WTfS5G0VS-3E8WEk?ext=png,Duck #1427,"7,777 uniquely generated Ducks in the Danger Valley Duckverse.","[{'address': '8ZjzRkrUPitXCBSp65uK5FsT2476sLZ9NSqtd8kCQJoh', 'verified': 1, 'share': 0}, {'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'verified': 0, 'share': 100}]",500,4SeNp3W1fg5UsjnH6ptuehhc5y7PNu8wA15RiYrNZTA4,"[{'trait_type': 'Background', 'value': 'Ducktrix'}, {'trait_type': 'Body', 'value': 'Bath'}, {'trait_type': 'Beak', 'value': 'Yellow'}, {'trait_type': 'Eyes', 'value': 'Classic'}, {'trait_type': 'Headwear', 'value': 'MDGA Cap'}]","{'creators': [{'address': 'BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh', 'share': 100}], 'files': [{'uri': 'https://www.arweave.net/Sw2ZKCOpxrUfFAaeVKWR1qG0Fk8WTfS5G0VS-3E8WEk?ext=png', 'type': 'image/png'}]}",1,BJomJVCbjz22kd84scx7X3eqMTBmuqZ4nhiFR7Cvm6dh,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
