,id,price,escrowPubkey,owner,collectionName,collectionTitle,img,imgCDN,title,content,externalURL,propertyCategory,creators,sellerFeeBasisPoints,mintAddress,attributes,properties,supply,updateAuthority,primarySaleHappened,onChainCollection,tokenDelegateValid,v2,rarity,tokenDelegate,extern
10,Cgov96yLnbkkTdK37oqUWBSVLijg4fSqpDeLNYiYrnFJ,260,2Qwuat1RJxMAB5yVnh56T4q6WetBZzLDWVDU8MB1cKke,3KVvjH2hX1VgJ8zJcwRJKVkDKRHLbB6syURwMyRTByJB,solana_monkey_business,Solana Monkey Business,https://arweave.net/ikWd2rTTniszA8n77zevMCdF3acZKtiYnIm4YqfpJPA,https://cdn.solanamonkey.business/gen2/4843.png,SMB #4843,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,Dz8S9rQ3vJA9sbtDiv54M5kEqHJs96XkmWs7PGB17pAN,"[{'trait_type': 'Attributes Count', 'value': 3}, {'trait_type': 'Type', 'value': 'Purple'}, {'trait_type': 'Clothes', 'value': 'Blue Shirt'}, {'trait_type': 'Ears', 'value': 'Silver Earring'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Purple Backwards Cap'}]","{'files': [{'uri': 'https://arweave.net/ikWd2rTTniszA8n77zevMCdF3acZKtiYnIm4YqfpJPA', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/4843.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 2788}, 'howrare': {'rank': 3649}}",,
11,3AtLQJfUtNgwsyvUDU3uG6vaU3vry9UwDvv3TPNVSkHn,270,G32gngeDhYZE5uE3zdBtpY7iMf1bm9yCRscb5RzvsTSr,CsvW3yvJiUs99j3ioLyXULDe5G8w47Upfv7UVWNgAgQc,solana_monkey_business,Solana Monkey Business,https://arweave.net/YCVF5n7Dj-bIdTLmAQAAFZl6YLFsjYacCIY5gFGYhq0,https://cdn.solanamonkey.business/gen2/2064.png,SMB #2064,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,9jd4ws3sC3aF7Ehu6tDnRUkcQb4qgajvwB8QvER7GoiL,"[{'trait_type': 'Attributes Count', 'value': 3}, {'trait_type': 'Type', 'value': 'Orange'}, {'trait_type': 'Clothes', 'value': 'Biker Vest'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'Green Glasses'}, {'trait_type': 'Hat', 'value': 'Firefighter Hat'}]","{'files': [{'uri': 'https://arweave.net/YCVF5n7Dj-bIdTLmAQAAFZl6YLFsjYacCIY5gFGYhq0', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/2064.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 997}, 'howrare': {'rank': 1405}}",,
12,Ev1WEmeVqvb8Q2yL1uxE4nx79HtGxZQBwR8NqsfZwszC,275,38ThyLyhFJANBFDQW6mNWmDudQETwP6zg51ADjfc1Fcy,2UDwhLRN8EAvy6DKAY6xfFD7hRgcniS9bLjmHcpCnWGt,solana_monkey_business,Solana Monkey Business,https://arweave.net/47S7ntpoYospG7xDlYWdQomDcPXNHGX0V3kXBvrp0rM,https://cdn.solanamonkey.business/gen2/4101.png,SMB #4101,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,491t8XgQeD3ytpcQcUBbYhqdHm1F3rRoKrADVAvZ4Bu4,"[{'trait_type': 'Attributes Count', 'value': 2}, {'trait_type': 'Type', 'value': 'Dark'}, {'trait_type': 'Clothes', 'value': 'Orange Shirt'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Mining Hat'}]","{'files': [{'uri': 'https://arweave.net/47S7ntpoYospG7xDlYWdQomDcPXNHGX0V3kXBvrp0rM', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/4101.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3930}, 'howrare': {'rank': 3152}}",,
13,4ARrFwpKx6npGFQXSyjoga9dppEFwz78avhTAPuTVW6r,280,BSg168drgfWQdY4HoLgYHzm7ZD2Szh2ReE2X9seCsV8b,3QpDqgCk4CvhG5hBcp6Gq6RGk2VM22cK5WW3KVe8opW8,solana_monkey_business,Solana Monkey Business,https://arweave.net/L8Jkf3Oze6saZv2C7En2eCpPtdry1Vqb_lNjNbaWJCY,https://cdn.solanamonkey.business/gen2/4816.png,SMB #4816,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,5C3sMdL7pKzyYS8dzCixQP1723Tpa9ujfnjzoqVNFh8J,"[{'trait_type': 'Attributes Count', 'value': 2}, {'trait_type': 'Type', 'value': 'Red'}, {'trait_type': 'Clothes', 'value': 'Beige Smoking'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'White Fedora 1'}]","{'files': [{'uri': 'https://arweave.net/L8Jkf3Oze6saZv2C7En2eCpPtdry1Vqb_lNjNbaWJCY', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/4816.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 4882}, 'howrare': {'rank': 4880}}",,
14,D4LZTfVrSNr3yeNtVCtejzft1n2RzpPdpg9WrEdBRmXe,285,Bn96smcPcd97ERMaKJgWSPB3redmizg78wG9AotFFtvF,26dQaAsfcVsbUUFy1tigaLtmeycW4Jmtkqb5DoLCfkzq,solana_monkey_business,Solana Monkey Business,https://arweave.net/HhaQu6Yvs6VSShWTLdBy6pHh1crJRpF5KwIVnxwTTq0,https://cdn.solanamonkey.business/gen2/1197.png,SMB #1197,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,FHKhHFAjiphQiqBiYH38KqQYdaKksc1j99qpbLkuA2zx,"[{'trait_type': 'Attributes Count', 'value': 3}, {'trait_type': 'Type', 'value': 'Orange'}, {'trait_type': 'Clothes', 'value': 'Blue Shirt'}, {'trait_type': 'Ears', 'value': 'Silver Earring'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Thief Hat'}]","{'files': [{'uri': 'https://arweave.net/HhaQu6Yvs6VSShWTLdBy6pHh1crJRpF5KwIVnxwTTq0', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/1197.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3053}, 'howrare': {'rank': 3947}}",,
15,7hn5VdYeEhx27wdkx3fz6FdTcu1sgWd4RNuT4Fwa5XZ2,286,3oLyTGRMrDibLYLLhfM8o7XEBbr3apdqSuzJ8SnBcxCa,385dJkTnv3j9Ka2g6bVgz1Khte4az1bG951Jq4wbUyC2,solana_monkey_business,Solana Monkey Business,https://arweave.net/KGOqLhiDGP7Nj_9X61CXh_0PR6Pgpskg6vZgSX84fGA,https://cdn.solanamonkey.business/gen2/3074.png,SMB #3074,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,GgvEXDAECMttCSsz9QJxRHuhJTGZzGmPWK9hBQEC7AcN,"[{'trait_type': 'Attributes Count', 'value': 2}, {'trait_type': 'Type', 'value': 'Red'}, {'trait_type': 'Clothes', 'value': 'Orange Shirt'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Pirate Hat'}]","{'files': [{'uri': 'https://arweave.net/KGOqLhiDGP7Nj_9X61CXh_0PR6Pgpskg6vZgSX84fGA', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/3074.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3595}, 'howrare': {'rank': 1111}}",,
16,7CdYYrL9qZ8EX9qRQzRzNzczX1hoN2agW1yaoaLDW6TE,325,Cmh2Mfa8DzwSKtfyCeF74rWPsGHtvcBNfmZUmEzso7o9,FSC75wuMF33YCAiUD592SBnm4XScmoMEzZEeSdAxuvAK,solana_monkey_business,Solana Monkey Business,https://arweave.net/Xo4Lhg0IO9ybClmAMnDk3zrorDlHW0gAT4Xk7Ttu2mM,https://cdn.solanamonkey.business/gen2/1751.png,SMB #1751,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,9raKzsP3KZ4iKyxMedzbZTrQSBzeqyswdydWcv1C2ZSE,"[{'trait_type': 'Attributes Count', 'value': 4}, {'trait_type': 'Type', 'value': 'Dark'}, {'trait_type': 'Clothes', 'value': 'Blue Shirt'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'Mask'}, {'trait_type': 'Eyes', 'value': 'Green Glasses'}, {'trait_type': 'Hat', 'value': 'Orange Cap'}]","{'files': [{'uri': 'https://arweave.net/Xo4Lhg0IO9ybClmAMnDk3zrorDlHW0gAT4Xk7Ttu2mM', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/1751.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 161}, 'howrare': {'rank': 1051}}",,
17,FQP7mdJZ3Adub5WCUVxvzT174gkm3kSK22sW6cjZ4sr3,332,CVcR6fQF51h8MSytArSPozbRwyZS65iST2LZ1coLc34r,G4ZWv1aug4opta9d3QveNFoXJQpc3CA8c36cr3XoJGQr,solana_monkey_business,Solana Monkey Business,https://arweave.net/gvy-FZahJDpUBH5w3EJBjb9qL8cfXucFg5Z04aOw7XI,https://cdn.solanamonkey.business/gen2/2731.png,SMB #2731,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,7yuiSDYJwVjYzX7VZuix7cGFrDJYt7r694tCpZiTMj7c,"[{'trait_type': 'Attributes Count', 'value': 2}, {'trait_type': 'Type', 'value': 'Alien'}, {'trait_type': 'Clothes', 'value': 'Black Smoking'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Orange Backwards Cap'}]","{'files': [{'uri': 'https://arweave.net/gvy-FZahJDpUBH5w3EJBjb9qL8cfXucFg5Z04aOw7XI', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/2731.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 2861}, 'howrare': {'rank': 1461}}",,
18,EtmVkwYdn1Qf3peHvFzA9YG7T2NRgoo1XeXGs33TGcaV,333,4qBGCswFNGPyz5YGH9Zv7tQoWVbv6btg46AN8JCKMRmV,74SGDirTG3kosUE9ZkLjrz9y4dFPUsu1oBWVAosp7kV8,solana_monkey_business,Solana Monkey Business,https://arweave.net/BU-7J992qa2I9VHH3hHwflLdyVfvjoDlax_UHtSHjZ0,https://cdn.solanamonkey.business/gen2/2489.png,SMB #2489,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,32nSRDmBPE7EGx7u31pSNe1hFP7paWw2qxcY9uD5iMd9,"[{'trait_type': 'Attributes Count', 'value': 3}, {'trait_type': 'Type', 'value': 'Purple'}, {'trait_type': 'Clothes', 'value': 'Beige Smoking'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'Cigarette'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Orange Cap'}]","{'files': [{'uri': 'https://arweave.net/BU-7J992qa2I9VHH3hHwflLdyVfvjoDlax_UHtSHjZ0', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/2489.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 2688}, 'howrare': {'rank': 3695}}",,
19,67uBHURLafrm6noCinybspR8q9LU4oVCbx12BXdfpVkY,350,3DQFSc7yHB6pPYKuSxE18YgWbk2dBtLFotubsD2qg4GL,AzEibmWHGzeeBBALbcUxAD2xtAgjouTargug2NZE7Dvz,solana_monkey_business,Solana Monkey Business,https://arweave.net/R39aVtT8eVMuPwpJIraA211UBNNgev07ntIOUvqcvfM,https://cdn.solanamonkey.business/gen2/32.png,SMB #32,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,AX5TmBos5opwNC51zSsBC2SZerYx3iFYew6ujbc9TP2d,"[{'trait_type': 'Attributes Count', 'value': 2}, {'trait_type': 'Type', 'value': 'Orange'}, {'trait_type': 'Clothes', 'value': 'Beige Smoking'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'Pirate Hat'}]","{'files': [{'uri': 'https://arweave.net/R39aVtT8eVMuPwpJIraA211UBNNgev07ntIOUvqcvfM', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/32.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3761}, 'howrare': {'rank': 1209}}",,
20,6UexMcQcUrNUwmNzxamMQkNCTfvdEsYeLUViCi8wNFCH,350,5MExniKCHEHmB1anVyXbGuyw4eiqLYXrpVvmZDHJfCdT,8YyzBs2MqmwfoiAMXesabSyPCeAJXiZM8zNpPrFomZMP,solana_monkey_business,Solana Monkey Business,https://arweave.net/NbTtx4K-J207p8ZmbAHC3dYP3DnGVykBY-sPErQbr4k,https://cdn.solanamonkey.business/gen2/2749.png,SMB #2749,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,https://solanamonkey.business/,image,"[{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': 1, 'share': 100}]",600,8jphhMufzb39HT9HEVoj9WzdphAHg2wQLSiMS52QPHZs,"[{'trait_type': 'Attributes Count', 'value': 3}, {'trait_type': 'Type', 'value': 'Dark'}, {'trait_type': 'Clothes', 'value': 'Red Shirt'}, {'trait_type': 'Ears', 'value': 'None'}, {'trait_type': 'Mouth', 'value': 'None'}, {'trait_type': 'Eyes', 'value': 'VR Glasses'}, {'trait_type': 'Hat', 'value': 'Cowboy Hat'}]","{'files': [{'uri': 'https://arweave.net/NbTtx4K-J207p8ZmbAHC3dYP3DnGVykBY-sPErQbr4k', 'type': 'image/png'}, {'uri': 'https://cdn.solanamonkey.business/gen2/2749.png', 'type': 'image/png', 'cdn': True}], 'category': 'image', 'creators': [{'address': '9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F', 'verified': True, 'share': 100}]}",1,9uBX3ASjxWvNBAD1xjbVaKA74mWGZys3RGSF7DdeDD3F,1,"{'verified': 1, 'key': 'SMBH3wF6baUj6JWtzYvqcKuj2XCKWDqQxzspY12xPND', 'data': {'name': 'SMB Gen2', 'image': 'https://arweave.net/lZ5FdIVagNoNvI4QFoHhB6Xyn4oVGLV9xOTW32WBC20', 'description': 'SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.'}}",False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'howrare': {'rank': 1581}, 'moonrank': {'rank': 1019}}",,
