,id,price,escrowPubkey,owner,collectionName,collectionTitle,img,title,content,externalURL,propertyCategory,creators,sellerFeeBasisPoints,mintAddress,attributes,properties,supply,updateAuthority,primarySaleHappened,onChainCollection,tokenDelegateValid,v2,rarity,tokenDelegate,extern,animationURL
308,9C8661QBtHWFu3ykfj3DWaoj4mu5v9NCCUkR1GEqZKwW,1.5,5bLHMeKGNvGPGTBHbYq2QpooswppRKSZFvVr7ANRVPNS,54Y9cTiLbfqHrkXHWk5sjZjY4QiD7rTAdEQGVvRvRsWo,parcl,Homeowners Association (Parcl),https://bafybeied7kkryp7sae3kjxhpxitss2wtdgi3c6glaz4vg2bjajlu7gllwi.ipfs.nftstorage.link/2547.png?ext=png,Parcl HOA #2548,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,HH4AsDgJCzn4fKYMae8iMDsfkTG3JDwQc54SVfbQync,"[{'trait_type': 'Region', 'value': 'Los Angeles'}, {'trait_type': 'Stories', 'value': '2'}, {'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Building Material', 'value': 'Light Gray'}, {'trait_type': 'Driveway', 'value': 'Brick'}, {'trait_type': 'Balcony', 'value': 'None'}, {'trait_type': 'Vehicle', 'value': 'Bike'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'Hedge'}, {'trait_type': 'Patio', 'value': 'Yard'}, {'trait_type': 'Water Feature', 'value': 'None'}, {'trait_type': 'Roof', 'value': 'Solar Panels'}]","{'files': [{'uri': 'https://bafybeied7kkryp7sae3kjxhpxitss2wtdgi3c6glaz4vg2bjajlu7gllwi.ipfs.nftstorage.link/2547.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'howrare': {'rank': 4542}, 'moonrank': {'rank': 3826}}",,,
309,CyPtGnYDuYt2UXyApQKBqbx5uUH7SxEkh2Ex2n3jhPom,1.5,Bkx2Q9PpTUWJ4nhprqDbcfAy7CjK8Hmm1QXWvMUnM757,E5DFrjFbAcChnoxac44aptbdbV8QwJSZCnPW1CS7WqYg,parcl,Homeowners Association (Parcl),https://bafybeiawm3ha76mwxo354bbramorvm7gfz4wgcewvvh6x3xmdhgqdtn3ky.ipfs.nftstorage.link/6246.png?ext=png,Parcl HOA #6247,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,6aPX41tForCbyJdgf35aeV4ZZyEwjYCAykMxzQyj426F,"[{'trait_type': 'Region', 'value': 'Miami'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Building Material', 'value': 'Dark Gray'}, {'trait_type': 'Driveway', 'value': 'Brick'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'Vespa'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'Hedge'}, {'trait_type': 'Patio', 'value': 'Gazebo'}, {'trait_type': 'Water Feature', 'value': 'Fountain'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeiawm3ha76mwxo354bbramorvm7gfz4wgcewvvh6x3xmdhgqdtn3ky.ipfs.nftstorage.link/6246.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}",{'moonrank': {'rank': 6688}},,,
310,Eh5aCiuMfdvbG5PM98mPGNbBZrMcd3fms6neP9tni4Cy,1.5,s1up1k2E533cXXwUsKhnaMMgxmXzB4CZKNbJTTuJCgB,656b4c7wYLmVYagaEZwmyEp4igo5vxv5y74FqVaZmtFR,parcl,Homeowners Association (Parcl),https://bafybeigwtj2jq6wnswk6xkipt2xe7znujsiitxw3uy74ehb2sscqrq4gj4.ipfs.nftstorage.link/6190.png?ext=png,Parcl HOA #6191,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,5MfzMZNdUTKv1HTbwZvnvLxSeZRMyRfqzrJSzPTqED2z,"[{'trait_type': 'Region', 'value': 'Phoenix'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Building Material', 'value': 'Tan'}, {'trait_type': 'Driveway', 'value': 'Brick'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'Bike'}, {'trait_type': 'Pool Accessory', 'value': 'Swan'}, {'trait_type': 'Patio (Back)', 'value': 'BBQ'}, {'trait_type': 'Patio', 'value': 'Sunbed'}, {'trait_type': 'Water Feature', 'value': 'Pool'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeigwtj2jq6wnswk6xkipt2xe7znujsiitxw3uy74ehb2sscqrq4gj4.ipfs.nftstorage.link/6190.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3975}, 'howrare': {'rank': 2618}}",,,
311,5wkYWsEoNkEVK93sizKSbZLnwDs4beWywGLYpEwhewKA,1.5,GkCSbjnPa4Vs3MM3psJjSLMbKwhWvZvwMnmqajpYLzko,kqCXBwSWZh23iXotPwwNUgA5wFbA5rjjKnHvPoNXbAt,parcl,Homeowners Association (Parcl),https://bafybeifcjfq2az2eb6tctrgcljkpf7g6wix4mpc24tzypd2swe7ujem2uy.ipfs.nftstorage.link/5854.png?ext=png,Parcl HOA #5855,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,HEEdjF5QeF6U9S78eKWEfE5TwmcYX1vcs4xTJdxFzSP1,"[{'trait_type': 'Region', 'value': 'Los Angeles'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Building Material', 'value': 'Tan'}, {'trait_type': 'Driveway', 'value': 'Brick'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'Bike'}, {'trait_type': 'Pool Accessory', 'value': 'Swan'}, {'trait_type': 'Patio (Back)', 'value': 'Hedge'}, {'trait_type': 'Patio', 'value': 'Gazebo'}, {'trait_type': 'Water Feature', 'value': 'Pool'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeifcjfq2az2eb6tctrgcljkpf7g6wix4mpc24tzypd2swe7ujem2uy.ipfs.nftstorage.link/5854.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}",{'moonrank': {'rank': 3654}},,,
312,DCXGdKY7imv3iZgHPwfMkEJCNGctctNpeBn6W8wQQ51e,1.5,3ZYvDBUkcdze2jtg4cEGXfAkJntFfXDP9TBhCcxU1TyZ,GCvEqTe1XT9LVyGDsvLMe2hHBgHQYtVBV4a94SujjjWq,parcl,Homeowners Association (Parcl),https://bafybeibukts7g7znx7tey4qa6yjcnvusa6att655h5fc5ggk46lmdhs2h4.ipfs.nftstorage.link/3346.png?ext=png,Parcl HOA #3347,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,CidiTKo7jAHihorP2M62NPpTadRMkuCsYN6wqSqpUTG4,"[{'trait_type': 'Region', 'value': 'Miami'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Building Material', 'value': 'Tan'}, {'trait_type': 'Driveway', 'value': 'Sandbox'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'None'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'BBQ'}, {'trait_type': 'Patio', 'value': 'Yard'}, {'trait_type': 'Water Feature', 'value': 'None'}, {'trait_type': 'Roof', 'value': 'Solar Panels'}]","{'files': [{'uri': 'https://bafybeibukts7g7znx7tey4qa6yjcnvusa6att655h5fc5ggk46lmdhs2h4.ipfs.nftstorage.link/3346.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 1001}, 'howrare': {'rank': 1905}}",,,
313,bcbV9Q3g3qF5xPLjKdnE3gM5r83CB9Q3JeGxk6uA7Lg,1.5,Geb5YfcZpEPNxghWboStjiArk78xGLQeSNLe6QTdevM7,F9oUwuu8eRGagKXsoa9T4MszBuh86YVrc7mdqWC9Mskm,parcl,Homeowners Association (Parcl),https://bafybeia6622hoa6fl42dl3i7hwjvahwisbswvwgws2ukkdzan2cphm3zpm.ipfs.nftstorage.link/7580.png?ext=png,Parcl HOA #7581,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,HoFgcTqkJ7xePZQsHzqQyHwBPF3Hdw2hAAjwpJajJh43,"[{'trait_type': 'Region', 'value': 'Los Angeles'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Building Material', 'value': 'Dark Gray'}, {'trait_type': 'Driveway', 'value': 'Asphalt'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'Vespa'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'BBQ'}, {'trait_type': 'Patio', 'value': 'Sunbed'}, {'trait_type': 'Water Feature', 'value': 'None'}, {'trait_type': 'Roof', 'value': 'Solar Panels'}]","{'files': [{'uri': 'https://bafybeia6622hoa6fl42dl3i7hwjvahwisbswvwgws2ukkdzan2cphm3zpm.ipfs.nftstorage.link/7580.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 3404}, 'howrare': {'rank': 4007}}",,,
314,J4rgYuXcJybfqQBqyUsaLfw3UxsVf4LF4vSdAX1T99HM,1.5,BpMuoDTftLJPCb2zUfzFEUT7wA7nCSuXianogABmYzPX,4W649qntmgiaVuCTPzTYWFFCDa82u2sQrZQnC2yLT76U,parcl,Homeowners Association (Parcl),https://bafybeietjsadsoko3dqawdrvee3lnggidkkuxxpob27qka2zcpntdfehue.ipfs.nftstorage.link/4550.png?ext=png,Parcl HOA #4551,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,CZ1cp42dVXkSqaxx9GnNpYoSNqArvpmCh9Fzh9b78AfJ,"[{'trait_type': 'Region', 'value': 'Los Angeles'}, {'trait_type': 'Stories', 'value': '2'}, {'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Building Material', 'value': 'Dark Gray'}, {'trait_type': 'Driveway', 'value': 'Brick'}, {'trait_type': 'Balcony', 'value': 'None'}, {'trait_type': 'Vehicle', 'value': 'Camry'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'BBQ'}, {'trait_type': 'Patio', 'value': 'Sunbed'}, {'trait_type': 'Water Feature', 'value': 'None'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeietjsadsoko3dqawdrvee3lnggidkkuxxpob27qka2zcpntdfehue.ipfs.nftstorage.link/4550.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'howrare': {'rank': 5327}, 'moonrank': {'rank': 6269}}",,,
315,BFSAkDcDoUZNtMdAP4WdRi1HkVqpnLbFUCeKofJb7zZp,1.5,AcTdbJC87b1eNsCQST7MhdrLfS7Ud6c5CC1AQiYSMY3P,833TW5RSB2U3skB4Vn2NtLD6Zq4EVGWDPXZrjNgdsmvk,parcl,Homeowners Association (Parcl),https://bafybeihp2k7z7p3q63sej4lm6q6ijomdz7mmgsfh76bub4rzfi4zlxe6la.ipfs.nftstorage.link/5175.png?ext=png,Parcl HOA #5176,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,7WSNtBmhTUCVjQGkPjvpFd19Aj3AnLA5ZXL9pz863tnW,"[{'trait_type': 'Region', 'value': 'New York'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Building Material', 'value': 'Light Gray'}, {'trait_type': 'Driveway', 'value': 'Cobblestone'}, {'trait_type': 'Balcony', 'value': 'Beanbags'}, {'trait_type': 'Vehicle', 'value': 'Camry'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'Hedge'}, {'trait_type': 'Patio', 'value': 'Sunbed'}, {'trait_type': 'Water Feature', 'value': 'Fountain'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeihp2k7z7p3q63sej4lm6q6ijomdz7mmgsfh76bub4rzfi4zlxe6la.ipfs.nftstorage.link/5175.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 4632}, 'howrare': {'rank': 5722}}",,,
316,FuuCnpdMro1ET58Q8KpabSgKK9kaJf8dxz7mzKyijTDQ,1.5,HK1Kh3tV7eU8NEeXYuwd9APnbdd4ivJcMbFN2s3bgwKt,7G3ZUGBxUcDonSWEYVFgWqsBynCy5SC5artkbnTVf4tT,parcl,Homeowners Association (Parcl),https://bafybeifnfezdmamb4rgu2hc7hlxcnawoebg5d52jown4vignezpe2ptnyu.ipfs.nftstorage.link/4231.png?ext=png,Parcl HOA #4232,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,HpCx2fmCpNRxBTbqqPVn7iou2eWskCPXcEuzncDzj2nS,"[{'trait_type': 'Region', 'value': 'Miami'}, {'trait_type': 'Stories', 'value': '2'}, {'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Building Material', 'value': 'Tan'}, {'trait_type': 'Driveway', 'value': 'Grass Driveway'}, {'trait_type': 'Balcony', 'value': 'None'}, {'trait_type': 'Vehicle', 'value': 'Bike'}, {'trait_type': 'Pool Accessory', 'value': 'Diving Board'}, {'trait_type': 'Patio (Back)', 'value': 'None'}, {'trait_type': 'Patio', 'value': 'Gazebo & BBQ'}, {'trait_type': 'Water Feature', 'value': 'Pool'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeifnfezdmamb4rgu2hc7hlxcnawoebg5d52jown4vignezpe2ptnyu.ipfs.nftstorage.link/4231.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'howrare': {'rank': 2610}, 'moonrank': {'rank': 1149}}",,,
317,H1aZXHi5E8DURmPnFSh9R7fbYfgaNRETpWiLLoXZw78F,1.5,2FoEEsht2XDpB73XpqvETPqPZvLnJ8nfEwpnkootYXrW,59o1XCVU4MD6dnn1JW3Ltejat4bXkWgdUcEPcUKdhDXy,parcl,Homeowners Association (Parcl),https://bafybeiampo7p76gsueebqxp26is56hy2i4y7co4f6xy53qohinflcy32eu.ipfs.nftstorage.link/4887.png?ext=png,Parcl HOA #4888,"A unique collection of 7,777 homes that make up the Parcl Homeowners Association (HOA).",https://hoa.parcl.co,image,"[{'address': 'Cp3Fn6azbwtSG9LV1BWtQcAkQQiaQWDkc2LcqwaEuLuq', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'verified': 0, 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'verified': 0, 'share': 0}]",300,EP2nxLEJimFsVo6p8j7aLF6S6ufa7Vgz76Nhmnq49rcq,"[{'trait_type': 'Region', 'value': 'Los Angeles'}, {'trait_type': 'Stories', 'value': '1.5'}, {'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Building Material', 'value': 'Dark Gray'}, {'trait_type': 'Driveway', 'value': 'Sandbox'}, {'trait_type': 'Balcony', 'value': 'Sunbed'}, {'trait_type': 'Vehicle', 'value': 'None'}, {'trait_type': 'Pool Accessory', 'value': 'None'}, {'trait_type': 'Patio (Back)', 'value': 'Hedge'}, {'trait_type': 'Patio', 'value': 'Gazebo'}, {'trait_type': 'Water Feature', 'value': 'Fountain'}, {'trait_type': 'Roof', 'value': 'None'}]","{'files': [{'uri': 'https://bafybeiampo7p76gsueebqxp26is56hy2i4y7co4f6xy53qohinflcy32eu.ipfs.nftstorage.link/4887.png?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '2frUDE47uesZXBebA4cw5QQNuLNuFnFbwNp8eFxUo52d', 'share': 90}, {'address': '5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK', 'share': 0}]}",1,GQzQR2evCtrTYNgeHMCBx6wnNd3uGKm88JAuRVmjYV4J,1,{},False,"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}","{'moonrank': {'rank': 2350}, 'howrare': {'rank': 3216}}",,,
